11149601	10674396
11149601	11245436
11149601	12566306
11828267	11267857
11828267	12473592
11828267	9842972
11828267	12473575
11828267	8609661
9311601	9205064
9311601	11559546
9311601	9056422
9311601	9815941
9311601	9852124
8286193	7529048
8286193	8732665
8286193	9331099
8286193	9413807
8286193	9331100
9394418	9704714
9394418	9469330
9394418	11859875
9394418	10507775
9394418	11398888
10459850	10940495
10459850	7527408
10459850	7523316
10459850	11041233
10459850	9357999
12193537	8620490
12193537	8796841
12193537	9130892
12193537	8205537
12193537	7627387
10985759	9048593
10985759	10569999
10985759	9729323
10985759	9539310
10985759	10092114
10674396	11384880
10674396	9892013
10674396	9545345
10674396	12503617
10674396	10499513
10401676	10430101
10401676	11376121
10401676	12138094
10401676	11788654
10401676	8205537
12360481	14559833
12360481	12489029
12360481	14583467
12360481	8674059
12360481	12068000
10950308	11001824
10950308	8989772
10950308	9076342
10950308	12767520
10950308	7497000
10676665	11896447
10676665	11950959
10676665	8692980
10676665	10766344
10676665	8069850
12543777	12372686
12543777	11163495
12543777	12750239
12543777	12910533
12543777	10734317
10229198	11788654
10229198	10207053
10229198	12447687
10229198	12138094
10229198	11376121
12941837	8674059
12941837	11752009
12941837	10766344
12941837	8806109
12941837	14559833
9205064	11559546
9205064	10207105
9205064	11872675
9205064	9852124
9205064	12776186
11212254	12592384
11212254	12149650
11212254	11559546
11212254	12876289
11212254	11309283
8692980	11145562
8692980	7758167
8692980	11950959
8692980	8625368
8692980	9159164
11453542	11778548
11453542	11716549
11453542	9679929
11453542	11781836
11453542	8620490
10026153	11884618
10026153	9202243
10026153	9452421
10026153	9506989
10026153	8603569
10427145	9205064
10427145	11559546
10427145	11145572
10427145	9150190
10427145	11940579
11694888	11591350
11694888	10368301
11694888	9312016
11694888	11124964
11694888	11135668
12374697	12379772
12374697	12937141
12374697	10931447
12374697	10777488
12374697	12746434
12937141	12374697
12937141	12379772
12937141	12593846
12937141	12401798
12937141	12533667
12438247	9056422
12438247	7664648
12438247	11704861
12438247	9516080
12438247	9699666
12888657	12571082
12888657	11559546
12888657	12121883
12888657	14522909
12888657	11416032
11559546	12566306
11559546	12776186
11559546	12543789
11559546	11245436
11559546	9205064
14520693	11559546
14520693	8833657
14520693	12149131
14520693	12566306
14520693	8188767
11507082	10232609
11507082	10850457
11507082	10830316
11507082	12839944
11507082	12539223
7743492	8646598
7743492	8620490
7743492	9322955
7743492	12937141
7743492	9539310
9413807	10702400
9413807	7585609
9413807	8883970
9413807	9408753
9413807	12547158
10430101	10401676
10430101	12138094
10430101	11559546
10430101	11149601
10430101	11102895
9766646	8607861
9766646	10674396
9766646	9545345
9766646	9648831
9766646	9832424
10438568	10430101
10438568	12138094
10438568	12374697
10438568	11278392
10438568	9622092
11245436	11559546
11245436	10674396
11245436	12543789
11245436	11228049
11245436	12592384
10207053	12138094
10207053	11500939
10207053	11559546
10207053	10229198
10207053	11884618
7664648	11950959
7664648	7758167
7664648	10766344
7664648	8174129
7664648	12438247
11384880	10674396
11384880	9892013
11384880	10499513
11384880	9065466
11384880	9545345
9850076	11950959
9850076	10766344
9850076	11150434
9850076	10766352
9850076	10383152
11102895	11559546
11102895	11479214
11102895	9205064
11102895	10319328
11102895	10791772
